old_bounds,new_bounds,node_attributes,new_attributes,change_types,class
,"[68,503][1012,1028]",,"{'index': '0', 'text': '', 'resource-id': 'com.secuso.torchlight2:id/btnSwitch', 'class': 'android.widget.ImageButton', 'package': 'com.secuso.torchlight2', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'true', 'enabled': 'false', 'focusable': 'true', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[68,503][1012,1028]'}",['CA'],ImageButton
"[68,503][1012,1028]",,"{'index': '0', 'text': '', 'resource-id': 'com.secuso.torchlight2:id/btnSwitch', 'class': 'android.widget.ImageButton', 'package': 'com.secuso.torchlight2', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'true', 'enabled': 'false', 'focusable': 'true', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[68,503][1012,1028]'}",,['CR'],ImageButton
