node_num,xml_level,xml_index,parent_location,parent_node_num,isParent,node_attributes,component_validity,old_bounds,new_bounds,total_changes,change_types,new_attributes,class
11,6,0,"(5, '0')",10.0,Leaf,"{'index': '0', 'text': 'Configure stats widget', 'resource-id': 'android:id/title', 'class': 'android.widget.TextView', 'package': 'ca.mimic.apphangar', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[547,348][1017,411]'}",valid,"[547,348][1017,411]","[547,348][1017,411]",0,NC,"{'index': '0', 'text': 'Configure stats widget', 'resource-id': 'android:id/title', 'class': 'android.widget.TextView', 'package': 'ca.mimic.apphangar', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[547,348][1017,411]'}",TextView
12,4,2,"(3, '0')",4.0,Parent,"{'index': '2', 'text': '', 'resource-id': '', 'class': 'android.widget.LinearLayout', 'package': 'ca.mimic.apphangar', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[505,445][1059,571]'}",valid,"[505,445][1059,571]","[505,573][1059,699]",2,"['VT', 'VS']","{'index': '2', 'text': '', 'resource-id': '', 'class': 'android.widget.LinearLayout', 'package': 'ca.mimic.apphangar', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[505,573][1059,699]'}",LinearLayout
13,5,0,"(4, '2')",12.0,Parent,"{'index': '0', 'text': '', 'resource-id': '', 'class': 'android.widget.RelativeLayout', 'package': 'ca.mimic.apphangar', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[547,476][1017,539]'}",valid,"[547,476][1017,539]","[547,604][1017,667]",2,"['VT', 'VS']","{'index': '0', 'text': '', 'resource-id': '', 'class': 'android.widget.RelativeLayout', 'package': 'ca.mimic.apphangar', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[547,604][1017,667]'}",RelativeLayout
14,6,0,"(5, '0')",13.0,Leaf,"{'index': '0', 'text': 'See recent changes', 'resource-id': 'android:id/title', 'class': 'android.widget.TextView', 'package': 'ca.mimic.apphangar', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[547,476][1017,539]'}",valid,"[547,476][1017,539]","[547,604][1017,667]",2,"['VT', 'VS']","{'index': '0', 'text': 'See recent changes', 'resource-id': 'android:id/title', 'class': 'android.widget.TextView', 'package': 'ca.mimic.apphangar', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[547,604][1017,667]'}",TextView
15,4,3,"(3, '0')",4.0,Parent,"{'index': '3', 'text': '', 'resource-id': '', 'class': 'android.widget.LinearLayout', 'package': 'ca.mimic.apphangar', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[505,573][1059,699]'}",valid,"[505,573][1059,699]","[505,701][1059,827]",2,"['VT', 'VS']","{'index': '3', 'text': '', 'resource-id': '', 'class': 'android.widget.LinearLayout', 'package': 'ca.mimic.apphangar', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[505,701][1059,827]'}",LinearLayout
16,5,0,"(4, '3')",15.0,Parent,"{'index': '0', 'text': '', 'resource-id': '', 'class': 'android.widget.RelativeLayout', 'package': 'ca.mimic.apphangar', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[547,604][1017,667]'}",valid,"[547,604][1017,667]","[547,732][1017,795]",2,"['VT', 'VS']","{'index': '0', 'text': '', 'resource-id': '', 'class': 'android.widget.RelativeLayout', 'package': 'ca.mimic.apphangar', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[547,732][1017,795]'}",RelativeLayout
17,6,0,"(5, '0')",16.0,Leaf,"{'index': '0', 'text': 'Donate', 'resource-id': 'android:id/title', 'class': 'android.widget.TextView', 'package': 'ca.mimic.apphangar', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[547,604][1017,667]'}",valid,"[547,604][1017,667]","[547,732][1017,795]",2,"['VT', 'VS']","{'index': '0', 'text': 'Donate', 'resource-id': 'android:id/title', 'class': 'android.widget.TextView', 'package': 'ca.mimic.apphangar', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[547,732][1017,795]'}",TextView
18,4,4,"(3, '0')",4.0,Parent,"{'index': '4', 'text': '', 'resource-id': '', 'class': 'android.widget.LinearLayout', 'package': 'ca.mimic.apphangar', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[505,701][1059,827]'}",valid,"[505,701][1059,827]","[505,829][1059,955]",2,"['VT', 'VS']","{'index': '4', 'text': '', 'resource-id': '', 'class': 'android.widget.LinearLayout', 'package': 'ca.mimic.apphangar', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[505,829][1059,955]'}",LinearLayout
19,5,0,"(4, '4')",18.0,Parent,"{'index': '0', 'text': '', 'resource-id': '', 'class': 'android.widget.RelativeLayout', 'package': 'ca.mimic.apphangar', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[547,732][1017,795]'}",valid,"[547,732][1017,795]","[547,860][1017,923]",2,"['VT', 'VS']","{'index': '0', 'text': '', 'resource-id': '', 'class': 'android.widget.RelativeLayout', 'package': 'ca.mimic.apphangar', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[547,860][1017,923]'}",RelativeLayout
20,6,0,"(5, '0')",19.0,Leaf,"{'index': '0', 'text': 'License', 'resource-id': 'android:id/title', 'class': 'android.widget.TextView', 'package': 'ca.mimic.apphangar', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[547,732][1017,795]'}",valid,"[547,732][1017,795]","[547,860][1017,923]",2,"['VT', 'VS']","{'index': '0', 'text': 'License', 'resource-id': 'android:id/title', 'class': 'android.widget.TextView', 'package': 'ca.mimic.apphangar', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[547,860][1017,923]'}",TextView
