old_bounds,new_bounds,node_attributes,new_attributes,change_types,class
,"[547,476][1017,539]",,"{'index': '0', 'text': 'Instructions', 'resource-id': 'android:id/title', 'class': 'android.widget.TextView', 'package': 'ca.mimic.apphangar', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[547,476][1017,539]'}",['CA'],TextView
"[505,445][1059,571]","[505,573][1059,699]","{'index': '2', 'text': '', 'resource-id': '', 'class': 'android.widget.LinearLayout', 'package': 'ca.mimic.apphangar', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[505,445][1059,571]'}","{'index': '2', 'text': '', 'resource-id': '', 'class': 'android.widget.LinearLayout', 'package': 'ca.mimic.apphangar', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[505,573][1059,699]'}","['VT', 'VS']",LinearLayout
"[547,476][1017,539]","[547,604][1017,667]","{'index': '0', 'text': '', 'resource-id': '', 'class': 'android.widget.RelativeLayout', 'package': 'ca.mimic.apphangar', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[547,476][1017,539]'}","{'index': '0', 'text': '', 'resource-id': '', 'class': 'android.widget.RelativeLayout', 'package': 'ca.mimic.apphangar', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[547,604][1017,667]'}","['VT', 'VS']",RelativeLayout
"[547,476][1017,539]","[547,604][1017,667]","{'index': '0', 'text': 'See recent changes', 'resource-id': 'android:id/title', 'class': 'android.widget.TextView', 'package': 'ca.mimic.apphangar', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[547,476][1017,539]'}","{'index': '0', 'text': 'See recent changes', 'resource-id': 'android:id/title', 'class': 'android.widget.TextView', 'package': 'ca.mimic.apphangar', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[547,604][1017,667]'}","['VT', 'VS']",TextView
"[505,573][1059,699]","[505,701][1059,827]","{'index': '3', 'text': '', 'resource-id': '', 'class': 'android.widget.LinearLayout', 'package': 'ca.mimic.apphangar', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[505,573][1059,699]'}","{'index': '3', 'text': '', 'resource-id': '', 'class': 'android.widget.LinearLayout', 'package': 'ca.mimic.apphangar', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[505,701][1059,827]'}","['VT', 'VS']",LinearLayout
"[547,604][1017,667]","[547,732][1017,795]","{'index': '0', 'text': '', 'resource-id': '', 'class': 'android.widget.RelativeLayout', 'package': 'ca.mimic.apphangar', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[547,604][1017,667]'}","{'index': '0', 'text': '', 'resource-id': '', 'class': 'android.widget.RelativeLayout', 'package': 'ca.mimic.apphangar', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[547,732][1017,795]'}","['VT', 'VS']",RelativeLayout
"[547,604][1017,667]","[547,732][1017,795]","{'index': '0', 'text': 'Donate', 'resource-id': 'android:id/title', 'class': 'android.widget.TextView', 'package': 'ca.mimic.apphangar', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[547,604][1017,667]'}","{'index': '0', 'text': 'Donate', 'resource-id': 'android:id/title', 'class': 'android.widget.TextView', 'package': 'ca.mimic.apphangar', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[547,732][1017,795]'}","['VT', 'VS']",TextView
"[505,701][1059,827]","[505,829][1059,955]","{'index': '4', 'text': '', 'resource-id': '', 'class': 'android.widget.LinearLayout', 'package': 'ca.mimic.apphangar', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[505,701][1059,827]'}","{'index': '4', 'text': '', 'resource-id': '', 'class': 'android.widget.LinearLayout', 'package': 'ca.mimic.apphangar', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[505,829][1059,955]'}","['VT', 'VS']",LinearLayout
"[547,732][1017,795]","[547,860][1017,923]","{'index': '0', 'text': '', 'resource-id': '', 'class': 'android.widget.RelativeLayout', 'package': 'ca.mimic.apphangar', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[547,732][1017,795]'}","{'index': '0', 'text': '', 'resource-id': '', 'class': 'android.widget.RelativeLayout', 'package': 'ca.mimic.apphangar', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[547,860][1017,923]'}","['VT', 'VS']",RelativeLayout
"[547,732][1017,795]","[547,860][1017,923]","{'index': '0', 'text': 'License', 'resource-id': 'android:id/title', 'class': 'android.widget.TextView', 'package': 'ca.mimic.apphangar', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[547,732][1017,795]'}","{'index': '0', 'text': 'License', 'resource-id': 'android:id/title', 'class': 'android.widget.TextView', 'package': 'ca.mimic.apphangar', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[547,860][1017,923]'}","['VT', 'VS']",TextView
