old_bounds,new_bounds,node_attributes,new_attributes,change_types,class
"[28,180][1052,1677]","[28,63][1052,1793]","{'index': '0', 'text': '', 'resource-id': '', 'class': 'android.widget.FrameLayout', 'package': 'com.ensoft.imgurviewer', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[28,180][1052,1677]'}","{'index': '0', 'text': '', 'resource-id': '', 'class': 'android.widget.FrameLayout', 'package': 'com.ensoft.imgurviewer', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[28,63][1052,1793]'}","['VT', 'VS']",FrameLayout
"[70,222][1010,1635]","[70,105][1010,1751]","{'index': '0', 'text': '', 'resource-id': '', 'class': 'android.widget.LinearLayout', 'package': 'com.ensoft.imgurviewer', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,222][1010,1635]'}","{'index': '0', 'text': '', 'resource-id': '', 'class': 'android.widget.LinearLayout', 'package': 'com.ensoft.imgurviewer', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,105][1010,1751]'}","['VT', 'VS']",LinearLayout
"[70,222][1010,1635]","[70,105][1010,1751]","{'index': '0', 'text': '', 'resource-id': '', 'class': 'android.widget.FrameLayout', 'package': 'com.ensoft.imgurviewer', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,222][1010,1635]'}","{'index': '0', 'text': '', 'resource-id': '', 'class': 'android.widget.FrameLayout', 'package': 'com.ensoft.imgurviewer', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,105][1010,1751]'}","['VT', 'VS']",FrameLayout
"[70,222][1010,1635]","[70,105][1010,1751]","{'index': '0', 'text': '', 'resource-id': 'com.ensoft.imgurviewer:id/action_bar_root', 'class': 'android.widget.FrameLayout', 'package': 'com.ensoft.imgurviewer', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,222][1010,1635]'}","{'index': '0', 'text': '', 'resource-id': 'android:id/content', 'class': 'android.widget.FrameLayout', 'package': 'com.ensoft.imgurviewer', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,105][1010,1751]'}","['VT', 'VS']",FrameLayout
"[70,222][1010,1635]","[70,105][1010,1751]","{'index': '0', 'text': '', 'resource-id': 'android:id/content', 'class': 'android.widget.FrameLayout', 'package': 'com.ensoft.imgurviewer', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,222][1010,1635]'}","{'index': '0', 'text': '', 'resource-id': 'android:id/content', 'class': 'android.widget.FrameLayout', 'package': 'com.ensoft.imgurviewer', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,105][1010,1751]'}","['VT', 'VS']",FrameLayout
"[70,222][1010,1635]","[70,105][1010,1751]","{'index': '0', 'text': '', 'resource-id': 'com.ensoft.imgurviewer:id/parentPanel', 'class': 'androidx.appcompat.widget.LinearLayoutCompat', 'package': 'com.ensoft.imgurviewer', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,222][1010,1635]'}","{'index': '0', 'text': '', 'resource-id': 'com.ensoft.imgurviewer:id/parentPanel', 'class': 'androidx.appcompat.widget.LinearLayoutCompat', 'package': 'com.ensoft.imgurviewer', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,105][1010,1751]'}","['VT', 'VS']",LinearLayoutCompat
"[70,222][1010,353]","[70,105][1010,236]","{'index': '0', 'text': '', 'resource-id': 'com.ensoft.imgurviewer:id/topPanel', 'class': 'android.widget.LinearLayout', 'package': 'com.ensoft.imgurviewer', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,222][1010,353]'}","{'index': '0', 'text': '', 'resource-id': 'com.ensoft.imgurviewer:id/topPanel', 'class': 'android.widget.LinearLayout', 'package': 'com.ensoft.imgurviewer', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,105][1010,236]'}","['VT', 'VS']",LinearLayout
"[133,269][947,332]","[133,152][947,215]","{'index': '0', 'text': 'Grid View Image Scale Type', 'resource-id': 'com.ensoft.imgurviewer:id/alertTitle', 'class': 'android.widget.TextView', 'package': 'com.ensoft.imgurviewer', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[133,269][947,332]'}","{'index': '0', 'text': 'Grid View Image Scale Type', 'resource-id': 'com.ensoft.imgurviewer:id/alertTitle', 'class': 'android.widget.TextView', 'package': 'com.ensoft.imgurviewer', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[133,152][947,215]'}","['VT', 'VS']",TextView
"[70,353][1010,1487]","[70,236][1010,1603]","{'index': '1', 'text': '', 'resource-id': 'com.ensoft.imgurviewer:id/contentPanel', 'class': 'android.widget.FrameLayout', 'package': 'com.ensoft.imgurviewer', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,353][1010,1487]'}","{'index': '1', 'text': '', 'resource-id': 'com.ensoft.imgurviewer:id/contentPanel', 'class': 'android.widget.FrameLayout', 'package': 'com.ensoft.imgurviewer', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,236][1010,1603]'}","['VT', 'VS']",FrameLayout
"[70,353][1010,1487]","[70,236][1010,1603]","{'index': '0', 'text': '', 'resource-id': 'com.ensoft.imgurviewer:id/select_dialog_listview', 'class': 'android.widget.ListView', 'package': 'com.ensoft.imgurviewer', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'true', 'focused': 'true', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,353][1010,1487]'}","{'index': '0', 'text': '', 'resource-id': 'com.ensoft.imgurviewer:id/select_dialog_listview', 'class': 'android.widget.ListView', 'package': 'com.ensoft.imgurviewer', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'true', 'focused': 'true', 'scrollable': 'true', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,236][1010,1603]'}","['VT', 'VS']",ListView
