node_num,xml_level,xml_index,parent_location,parent_node_num,isParent,node_attributes,component_validity,old_bounds,new_bounds,total_changes,change_types,new_attributes,class
1,0,0,,0.0,,,ignored,,,0,,,
2,1,0,"(0, '0')",1.0,Parent,"{'index': '0', 'text': '', 'resource-id': '', 'class': 'android.widget.FrameLayout', 'package': 'com.ensoft.imgurviewer', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[28,180][1052,1677]'}",valid,"[28,180][1052,1677]","[28,296][1052,1793]",2,"['VT', 'VS']","{'index': '0', 'text': '', 'resource-id': '', 'class': 'android.widget.FrameLayout', 'package': 'com.ensoft.imgurviewer', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[28,296][1052,1793]'}",FrameLayout
3,2,0,"(1, '0')",2.0,Parent,"{'index': '0', 'text': '', 'resource-id': '', 'class': 'android.widget.LinearLayout', 'package': 'com.ensoft.imgurviewer', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,222][1010,1635]'}",valid,"[70,222][1010,1635]","[70,338][1010,1751]",2,"['VT', 'VS']","{'index': '0', 'text': '', 'resource-id': '', 'class': 'android.widget.LinearLayout', 'package': 'com.ensoft.imgurviewer', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,338][1010,1751]'}",LinearLayout
4,3,0,"(2, '0')",3.0,Parent,"{'index': '0', 'text': '', 'resource-id': '', 'class': 'android.widget.FrameLayout', 'package': 'com.ensoft.imgurviewer', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,222][1010,1635]'}",valid,"[70,222][1010,1635]","[70,338][1010,1751]",2,"['VT', 'VS']","{'index': '0', 'text': '', 'resource-id': '', 'class': 'android.widget.FrameLayout', 'package': 'com.ensoft.imgurviewer', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,338][1010,1751]'}",FrameLayout
5,4,0,"(3, '0')",4.0,Parent,"{'index': '0', 'text': '', 'resource-id': 'com.ensoft.imgurviewer:id/action_bar_root', 'class': 'android.widget.FrameLayout', 'package': 'com.ensoft.imgurviewer', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,222][1010,1635]'}",valid,"[70,222][1010,1635]","[70,338][1010,1751]",2,"['VT', 'VS']","{'index': '0', 'text': '', 'resource-id': 'com.ensoft.imgurviewer:id/action_bar_root', 'class': 'android.widget.FrameLayout', 'package': 'com.ensoft.imgurviewer', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,338][1010,1751]'}",FrameLayout
6,5,0,"(4, '0')",5.0,Parent,"{'index': '0', 'text': '', 'resource-id': 'android:id/content', 'class': 'android.widget.FrameLayout', 'package': 'com.ensoft.imgurviewer', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,222][1010,1635]'}",valid,"[70,222][1010,1635]","[70,338][1010,1751]",2,"['VT', 'VS']","{'index': '0', 'text': '', 'resource-id': 'android:id/content', 'class': 'android.widget.FrameLayout', 'package': 'com.ensoft.imgurviewer', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,338][1010,1751]'}",FrameLayout
7,6,0,"(5, '0')",6.0,Parent,"{'index': '0', 'text': '', 'resource-id': 'com.ensoft.imgurviewer:id/parentPanel', 'class': 'androidx.appcompat.widget.LinearLayoutCompat', 'package': 'com.ensoft.imgurviewer', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,222][1010,1635]'}",valid,"[70,222][1010,1635]","[70,338][1010,1751]",2,"['VT', 'VS']","{'index': '0', 'text': '', 'resource-id': 'com.ensoft.imgurviewer:id/parentPanel', 'class': 'androidx.appcompat.widget.LinearLayoutCompat', 'package': 'com.ensoft.imgurviewer', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,338][1010,1751]'}",LinearLayoutCompat
8,7,0,"(6, '0')",7.0,Parent,"{'index': '0', 'text': '', 'resource-id': 'com.ensoft.imgurviewer:id/topPanel', 'class': 'android.widget.LinearLayout', 'package': 'com.ensoft.imgurviewer', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,222][1010,353]'}",valid,"[70,222][1010,353]","[70,105][1010,236]",2,"['VT', 'VS']","{'index': '0', 'text': '', 'resource-id': 'com.ensoft.imgurviewer:id/topPanel', 'class': 'android.widget.LinearLayout', 'package': 'com.ensoft.imgurviewer', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,105][1010,236]'}",LinearLayout
9,8,0,"(7, '0')",8.0,Parent,"{'index': '0', 'text': '', 'resource-id': 'com.ensoft.imgurviewer:id/title_template', 'class': 'android.widget.LinearLayout', 'package': 'com.ensoft.imgurviewer', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,222][1010,332]'}",valid,"[70,222][1010,332]","[70,105][1010,215]",2,"['VT', 'VS']","{'index': '0', 'text': '', 'resource-id': 'com.ensoft.imgurviewer:id/title_template', 'class': 'android.widget.LinearLayout', 'package': 'com.ensoft.imgurviewer', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,105][1010,215]'}",LinearLayout
10,9,0,"(8, '0')",9.0,Leaf,"{'index': '0', 'text': 'Grid View Image Scale Type', 'resource-id': 'com.ensoft.imgurviewer:id/alertTitle', 'class': 'android.widget.TextView', 'package': 'com.ensoft.imgurviewer', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[133,269][947,332]'}",valid,"[133,269][947,332]","[133,152][947,215]",2,"['VT', 'VS']","{'index': '0', 'text': 'Grid View Image Scale Type', 'resource-id': 'com.ensoft.imgurviewer:id/alertTitle', 'class': 'android.widget.TextView', 'package': 'com.ensoft.imgurviewer', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[133,152][947,215]'}",TextView
