old_bounds,new_bounds,node_attributes,new_attributes,change_types,class
"[0,0][1080,1794]","[0,0][1080,1794]","{'index': '0', 'text': '', 'resource-id': '', 'class': 'android.widget.FrameLayout', 'package': 'com.readrops.app', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[0,0][1080,1794]'}","{'index': '0', 'text': '', 'resource-id': '', 'class': 'android.widget.FrameLayout', 'package': 'com.readrops.app', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[0,0][1080,1794]'}",NC,FrameLayout
"[0,0][1080,1794]","[0,0][1080,1794]","{'index': '0', 'text': '', 'resource-id': '', 'class': 'android.widget.LinearLayout', 'package': 'com.readrops.app', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[0,0][1080,1794]'}","{'index': '0', 'text': '', 'resource-id': '', 'class': 'android.widget.LinearLayout', 'package': 'com.readrops.app', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[0,0][1080,1794]'}",NC,LinearLayout
"[0,63][1080,1794]","[0,63][1080,1794]","{'index': '0', 'text': '', 'resource-id': '', 'class': 'android.widget.FrameLayout', 'package': 'com.readrops.app', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[0,63][1080,1794]'}","{'index': '0', 'text': '', 'resource-id': '', 'class': 'android.widget.FrameLayout', 'package': 'com.readrops.app', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[0,63][1080,1794]'}",NC,FrameLayout
"[0,63][1080,1794]","[0,63][1080,1794]","{'index': '0', 'text': '', 'resource-id': 'com.readrops.app:id/decor_content_parent', 'class': 'android.view.ViewGroup', 'package': 'com.readrops.app', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[0,63][1080,1794]'}","{'index': '0', 'text': '', 'resource-id': 'com.readrops.app:id/decor_content_parent', 'class': 'android.view.ViewGroup', 'package': 'com.readrops.app', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[0,63][1080,1794]'}",NC,ViewGroup
"[0,63][1080,210]","[0,63][1080,210]","{'index': '0', 'text': '', 'resource-id': 'com.readrops.app:id/action_bar_container', 'class': 'android.widget.FrameLayout', 'package': 'com.readrops.app', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[0,63][1080,210]'}","{'index': '0', 'text': '', 'resource-id': 'com.readrops.app:id/action_bar_container', 'class': 'android.widget.FrameLayout', 'package': 'com.readrops.app', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[0,63][1080,210]'}",NC,FrameLayout
"[0,63][1080,210]","[0,63][1080,210]","{'index': '0', 'text': '', 'resource-id': 'com.readrops.app:id/action_bar', 'class': 'android.view.ViewGroup', 'package': 'com.readrops.app', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[0,63][1080,210]'}","{'index': '0', 'text': '', 'resource-id': 'com.readrops.app:id/action_bar', 'class': 'android.view.ViewGroup', 'package': 'com.readrops.app', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[0,63][1080,210]'}",NC,ViewGroup
"[42,101][351,172]","[42,101][351,172]","{'index': '0', 'text': 'New account', 'resource-id': '', 'class': 'android.widget.TextView', 'package': 'com.readrops.app', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[42,101][351,172]'}","{'index': '0', 'text': 'New account', 'resource-id': '', 'class': 'android.widget.TextView', 'package': 'com.readrops.app', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[42,101][351,172]'}",NC,TextView
,"[383,1351][698,1476]",,"{'index': '1', 'text': 'OPML IMPORT', 'resource-id': 'Button-1', 'class': 'android.widget.Button', 'package': 'com.readrops.app', 'content-desc': '', 'checkable': '', 'checked': '', 'clickable': '', 'enabled': '', 'focusable': '', 'focused': '', 'scrollable': '', 'ong-clickable': '', 'password': '', 'selected': '', 'bounds': '[383,1351][698,1476]'}",['CA'],Button
,"[504,1279][578,1340]",,"{'index': '2', 'text': 'Or', 'resource-id': 'TextView-2', 'class': 'android.widget.TextView', 'package': 'com.readrops.app', 'content-desc': '', 'checkable': '', 'checked': '', 'clickable': '', 'enabled': '', 'focusable': '', 'focused': '', 'scrollable': '', 'ong-clickable': '', 'password': '', 'selected': '', 'bounds': '[504,1279][578,1340]'}",['CA'],TextView
"[0,210][1080,1794]","[0,210][1080,1794]","{'index': '1', 'text': '', 'resource-id': 'android:id/content', 'class': 'android.widget.FrameLayout', 'package': 'com.readrops.app', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[0,210][1080,1794]'}","{'index': '1', 'text': '', 'resource-id': 'android:id/content', 'class': 'android.widget.FrameLayout', 'package': 'com.readrops.app', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[0,210][1080,1794]'}",NC,FrameLayout
"[0,210][1080,1794]","[0,210][1080,1794]","{'index': '0', 'text': '', 'resource-id': '', 'class': 'android.widget.ScrollView', 'package': 'com.readrops.app', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'true', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[0,210][1080,1794]'}","{'index': '0', 'text': '', 'resource-id': '', 'class': 'android.widget.ScrollView', 'package': 'com.readrops.app', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'true', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[0,210][1080,1794]'}",NC,ScrollView
"[0,210][1080,1236]","[0,210][1080,1236]","{'index': '0', 'text': '', 'resource-id': 'com.readrops.app:id/account_type_list_root', 'class': 'android.view.ViewGroup', 'package': 'com.readrops.app', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[0,210][1080,1236]'}","{'index': '0', 'text': '', 'resource-id': 'com.readrops.app:id/account_type_list_root', 'class': 'android.view.ViewGroup', 'package': 'com.readrops.app', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[0,210][1080,1236]'}",NC,ViewGroup
"[206,315][874,525]","[206,315][874,525]","{'index': '0', 'text': 'Readrops', 'resource-id': 'com.readrops.app:id/account_type_list_app_name', 'class': 'android.widget.TextView', 'package': 'com.readrops.app', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[206,315][874,525]'}","{'index': '0', 'text': 'Readrops', 'resource-id': 'com.readrops.app:id/account_type_list_app_name', 'class': 'android.widget.TextView', 'package': 'com.readrops.app', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[206,315][874,525]'}",NC,TextView
"[361,630][720,687]","[361,630][720,687]","{'index': '1', 'text': 'Choose an account', 'resource-id': 'com.readrops.app:id/account_type_list_choose', 'class': 'android.widget.TextView', 'package': 'com.readrops.app', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[361,630][720,687]'}","{'index': '1', 'text': 'Choose an account', 'resource-id': 'com.readrops.app:id/account_type_list_choose', 'class': 'android.widget.TextView', 'package': 'com.readrops.app', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[361,630][720,687]'}",NC,TextView
"[210,708][870,1236]","[210,708][870,1236]","{'index': '2', 'text': '', 'resource-id': 'com.readrops.app:id/account_type_recyclerview', 'class': 'androidx.recyclerview.widget.RecyclerView', 'package': 'com.readrops.app', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'true', 'focused': 'true', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[210,708][870,1236]'}","{'index': '2', 'text': '', 'resource-id': 'com.readrops.app:id/account_type_recyclerview', 'class': 'androidx.recyclerview.widget.RecyclerView', 'package': 'com.readrops.app', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'true', 'focused': 'true', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[210,708][870,1236]'}",NC,RecyclerView
"[210,708][870,881]","[210,708][870,881]","{'index': '0', 'text': '', 'resource-id': '', 'class': 'android.widget.RelativeLayout', 'package': 'com.readrops.app', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'true', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[210,708][870,881]'}","{'index': '0', 'text': '', 'resource-id': '', 'class': 'android.widget.RelativeLayout', 'package': 'com.readrops.app', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'true', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[210,708][870,881]'}",NC,RelativeLayout
"[231,729][362,860]","[231,729][362,860]","{'index': '0', 'text': '', 'resource-id': 'com.readrops.app:id/account_type_logo', 'class': 'android.widget.ImageView', 'package': 'com.readrops.app', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[231,729][362,860]'}","{'index': '0', 'text': '', 'resource-id': 'com.readrops.app:id/account_type_logo', 'class': 'android.widget.ImageView', 'package': 'com.readrops.app', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[231,729][362,860]'}",NC,ImageView
"[394,755][756,833]","[394,755][756,833]","{'index': '1', 'text': 'Local account', 'resource-id': 'com.readrops.app:id/account_type_name', 'class': 'android.widget.TextView', 'package': 'com.readrops.app', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[394,755][756,833]'}","{'index': '1', 'text': 'Local account', 'resource-id': 'com.readrops.app:id/account_type_name', 'class': 'android.widget.TextView', 'package': 'com.readrops.app', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[394,755][756,833]'}",NC,TextView
"[210,884][870,1057]","[210,884][870,1057]","{'index': '1', 'text': '', 'resource-id': '', 'class': 'android.widget.RelativeLayout', 'package': 'com.readrops.app', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'true', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[210,884][870,1057]'}","{'index': '1', 'text': '', 'resource-id': '', 'class': 'android.widget.RelativeLayout', 'package': 'com.readrops.app', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'true', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[210,884][870,1057]'}",NC,RelativeLayout
"[231,905][362,1036]","[231,905][362,1036]","{'index': '0', 'text': '', 'resource-id': 'com.readrops.app:id/account_type_logo', 'class': 'android.widget.ImageView', 'package': 'com.readrops.app', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[231,905][362,1036]'}","{'index': '0', 'text': '', 'resource-id': 'com.readrops.app:id/account_type_logo', 'class': 'android.widget.ImageView', 'package': 'com.readrops.app', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[231,905][362,1036]'}",NC,ImageView
"[394,931][816,1009]","[394,931][816,1009]","{'index': '1', 'text': 'Nextcloud News', 'resource-id': 'com.readrops.app:id/account_type_name', 'class': 'android.widget.TextView', 'package': 'com.readrops.app', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[394,931][816,1009]'}","{'index': '1', 'text': 'Nextcloud News', 'resource-id': 'com.readrops.app:id/account_type_name', 'class': 'android.widget.TextView', 'package': 'com.readrops.app', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[394,931][816,1009]'}",NC,TextView
"[210,1060][870,1233]","[210,1060][870,1233]","{'index': '2', 'text': '', 'resource-id': '', 'class': 'android.widget.RelativeLayout', 'package': 'com.readrops.app', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'true', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[210,1060][870,1233]'}","{'index': '2', 'text': '', 'resource-id': '', 'class': 'android.widget.RelativeLayout', 'package': 'com.readrops.app', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'true', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[210,1060][870,1233]'}",NC,RelativeLayout
"[231,1081][362,1212]","[231,1081][362,1212]","{'index': '0', 'text': '', 'resource-id': 'com.readrops.app:id/account_type_logo', 'class': 'android.widget.ImageView', 'package': 'com.readrops.app', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[231,1081][362,1212]'}","{'index': '0', 'text': '', 'resource-id': 'com.readrops.app:id/account_type_logo', 'class': 'android.widget.ImageView', 'package': 'com.readrops.app', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[231,1081][362,1212]'}",NC,ImageView
