old_bounds,new_bounds,node_attributes,new_attributes,change_types,class
"[28,549][1052,1308]","[28,549][1052,1308]","{'index': '0', 'text': '', 'resource-id': '', 'class': 'android.widget.FrameLayout', 'package': 'com.github.gotify', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[28,549][1052,1308]'}","{'index': '0', 'text': '', 'resource-id': '', 'class': 'android.widget.FrameLayout', 'package': 'com.github.gotify', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[28,549][1052,1308]'}",NC,FrameLayout
"[70,591][1010,1266]","[70,591][1010,1266]","{'index': '0', 'text': '', 'resource-id': '', 'class': 'android.widget.FrameLayout', 'package': 'com.github.gotify', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,591][1010,1266]'}","{'index': '0', 'text': '', 'resource-id': '', 'class': 'android.widget.FrameLayout', 'package': 'com.github.gotify', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,591][1010,1266]'}",NC,FrameLayout
"[70,591][1010,1266]","[70,591][1010,1266]","{'index': '0', 'text': '', 'resource-id': 'android:id/content', 'class': 'android.widget.FrameLayout', 'package': 'com.github.gotify', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,591][1010,1266]'}","{'index': '0', 'text': '', 'resource-id': 'android:id/content', 'class': 'android.widget.FrameLayout', 'package': 'com.github.gotify', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,591][1010,1266]'}",NC,FrameLayout
"[70,591][1010,1266]","[70,591][1010,1266]","{'index': '0', 'text': '', 'resource-id': 'android:id/parentPanel', 'class': 'android.widget.LinearLayout', 'package': 'com.github.gotify', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,591][1010,1266]'}","{'index': '0', 'text': '', 'resource-id': 'android:id/parentPanel', 'class': 'android.widget.LinearLayout', 'package': 'com.github.gotify', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,591][1010,1266]'}",NC,LinearLayout
"[70,591][1010,709]","[70,591][1010,709]","{'index': '0', 'text': '', 'resource-id': 'android:id/topPanel', 'class': 'android.widget.LinearLayout', 'package': 'com.github.gotify', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,591][1010,709]'}","{'index': '0', 'text': '', 'resource-id': 'android:id/topPanel', 'class': 'android.widget.LinearLayout', 'package': 'com.github.gotify', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,591][1010,709]'}",NC,LinearLayout
"[70,591][1010,709]","[70,591][1010,709]","{'index': '0', 'text': '', 'resource-id': 'android:id/title_template', 'class': 'android.widget.LinearLayout', 'package': 'com.github.gotify', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,591][1010,709]'}","{'index': '0', 'text': '', 'resource-id': 'android:id/title_template', 'class': 'android.widget.LinearLayout', 'package': 'com.github.gotify', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,591][1010,709]'}",NC,LinearLayout
"[133,638][947,709]","[133,638][947,709]","{'index': '0', 'text': 'Advanced Settings', 'resource-id': 'android:id/alertTitle', 'class': 'android.widget.TextView', 'package': 'com.github.gotify', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[133,638][947,709]'}","{'index': '0', 'text': 'Advanced Settings', 'resource-id': 'android:id/alertTitle', 'class': 'android.widget.TextView', 'package': 'com.github.gotify', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[133,638][947,709]'}",NC,TextView
"[70,709][1010,1118]","[70,709][1010,1118]","{'index': '1', 'text': '', 'resource-id': 'android:id/customPanel', 'class': 'android.widget.FrameLayout', 'package': 'com.github.gotify', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,709][1010,1118]'}","{'index': '1', 'text': '', 'resource-id': 'android:id/customPanel', 'class': 'android.widget.FrameLayout', 'package': 'com.github.gotify', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,709][1010,1118]'}",NC,FrameLayout
"[70,709][1010,1118]","[70,709][1010,1118]","{'index': '0', 'text': '', 'resource-id': 'android:id/custom', 'class': 'android.widget.FrameLayout', 'package': 'com.github.gotify', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,709][1010,1118]'}","{'index': '0', 'text': '', 'resource-id': 'android:id/custom', 'class': 'android.widget.FrameLayout', 'package': 'com.github.gotify', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,709][1010,1118]'}",NC,FrameLayout
"[70,709][1010,1118]","[70,709][1010,1118]","{'index': '0', 'text': '', 'resource-id': '', 'class': 'android.widget.LinearLayout', 'package': 'com.github.gotify', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,709][1010,1118]'}","{'index': '0', 'text': '', 'resource-id': '', 'class': 'android.widget.LinearLayout', 'package': 'com.github.gotify', 'content-desc': '', 'checkable': 'false', 'checked': 'false', 'clickable': 'false', 'enabled': 'true', 'focusable': 'false', 'focused': 'false', 'scrollable': 'false', 'long-clickable': 'false', 'password': 'false', 'selected': 'false', 'bounds': '[70,709][1010,1118]'}",NC,LinearLayout
